new_words,seconds,arousal_trans,valence_trans,happy_trans,angry_trans,nervous_trans,sad_trans,seconds2_trans,arousal2_trans,valence2_trans,happy2_trans,angry2_trans,nervous2_trans,sad2_trans,valence_trans
for the koreans it's hard to understand them and also,85,2,0,0,0,0,0,85,2,1,0,0,0,0,0
for the young man is will be quite hard to settle down in korea so yeah i didn't,90,2,0,0,0,0,0,90,2,1,0,0,0,0,0
think there is responsibility for korea to lieutenant,95,0,1,0,0,0,0,95,2,1,0,0,0,0,1
okay point she said that they are abusing the law but the question of the debate is whether korea should,100,0,1,0,0,0,0,100,2,0,0,0,0,0,1
accept the refugees and therefore the law is not the issue if they're abusing the law we can change the law,105,0,1,0,0,0,0,105,2,0,0,0,0,0,1
so that they can stay in more legally without using the sides,110,0,1,0,0,0,0,110,2,0,0,0,1,0,1
gates in the law and the second you said that koreans and muslims are so different that it's it's not realistic that they live together,115,0,1,0,0,0,0,115,2,0,0,0,1,0,1
but we have seen many cases in history like germany and france everything,120,0,2,0,0,0,0,120,2,0,0,0,1,0,2
thousands of refugees and they have done,125,0,2,0,0,0,0,125,2,0,0,0,1,0,2
well and in contrast korea is only old as korea,130,0,2,0,0,0,0,130,2,0,0,0,1,0,2
only has to accept like 550 refugees which is a very small portion compared to what,135,0,2,0,0,0,0,135,0,0,0,0,0,0,2
countries like germany and france are doing and he said that muslims,140,0,2,0,0,0,0,140,0,0,0,0,0,0,2
will have difficulties settling in korea but they don't have any choices they chose korea,145,0,2,0,0,0,0,145,0,0,0,0,0,0,2
because at least it's better than staying in their home country,150,0,2,0,0,0,0,150,0,0,0,0,0,0,2
so i think the refugees don't have a choice,155,0,2,0,0,0,0,155,0,0,0,0,0,0,2
and it's it's rather an obligation that they stayed here,160,0,2,0,0,0,0,160,0,0,0,0,0,0,2
so for the first point of argument is that,165,0,2,0,0,0,0,165,0,0,0,0,0,0,2
they are abusing the law and so there was a petition to the blue house,170,0,2,0,0,0,0,170,0,0,0,0,0,0,2
where the people were like change the law to not,175,0,2,0,0,0,0,175,0,0,0,0,0,0,2
not let the immigrant in and so what the government did was to change the law and excluded,180,2,1,0,0,1,0,180,0,0,0,0,0,0,1
your man from visa free program so from now on except for the 550,185,0,1,0,0,1,0,185,0,0,0,0,0,0,1
people who are all already inside the jeju island o maryam and people,190,2,1,0,0,1,0,190,0,0,0,0,0,0,1
can come in so from now on it illegal and second,195,2,1,0,0,1,0,195,0,0,0,0,0,0,1
difference germany and yeah i think they should let the immigrants in,200,2,1,0,0,1,0,200,0,0,0,0,0,0,1
because let me think about all those crises originated from is from,205,0,1,0,0,1,0,205,2,0,0,0,0,0,1
the colonial period when the european countries invaded africa and,210,0,1,0,0,1,0,210,0,0,0,0,0,0,1
set the ruler rulers in their own taste so they have like historical responsibilities,215,2,1,0,0,1,0,215,0,0,0,0,0,0,1
to let immigrants in but for example korea don't have any kind of those connections,220,0,1,0,0,1,0,220,0,1,0,0,0,0,1
to military middle east country so yeah i don't think there is,225,0,1,0,0,0,0,225,0,1,0,0,0,0,1
i think rather than korea maybe european countries who,230,2,1,0,0,0,0,230,0,1,0,0,0,0,1
created all those meth should let those immigrants thing right,235,2,1,0,0,0,0,235,0,1,0,0,0,0,1
you said that the law makes the refugees movements illegal but,240,2,1,0,0,0,0,240,0,1,0,0,0,0,1
the question of the debate is whether that should be legal or illegal so whether the laws are illegal,245,0,1,0,0,0,0,245,0,1,0,0,0,0,1
right now is irrelevant from this debate because that's what we are deciding right now whether we should change the laws so that,250,2,1,0,0,0,0,250,0,1,0,0,0,0,1
refugees should be accepted into korea and the second you said that,255,0,1,0,0,0,0,255,0,1,0,0,0,0,1
france and germany are different because they have historic ties to the muslim countries,260,0,1,0,0,1,0,260,0,0,0,0,0,0,1
but but korea also part,265,0,1,0,0,1,0,265,0,0,0,0,0,0,1
of the united nations has signed at the convention so they also have the international obligation,270,0,1,0,0,1,0,270,0,0,0,0,0,0,1
to accept refugees when there is a crisis and also,275,0,1,0,0,1,0,275,0,0,0,0,0,0,1
german is certainly not accepting the refugees because they have historical responsibilities,280,0,1,0,0,1,0,280,0,0,0,0,0,0,1
to syrian refugees sexually though relationship is very weak between syria and,285,0,1,0,0,1,0,285,0,0,0,0,0,0,1
germany it's not like germany and israel and so but they are accepting the refugees,290,0,1,0,0,1,0,290,0,0,0,0,0,0,1
because that's the that's the so it's that's the sort of behavior,295,0,1,0,0,1,0,295,0,0,0,0,0,0,1
they must show as a developed country and korea to is a developed country and it,300,0,1,0,0,1,0,300,0,0,0,0,0,0,1
is very capable of accepting 550 refugees when countries like france and germany are accepting,305,0,1,0,0,1,0,305,0,0,0,0,0,0,1
"100,000 refugees every year so i think refugees",310,0,1,0,0,1,0,310,0,0,0,0,0,0,1
should be learning so although they're like 550 people if you,315,0,1,0,0,0,0,315,0,0,0,0,0,0,1
make exceptions for those if yemen crisis,320,0,1,0,0,0,0,320,0,0,0,0,0,0,1
that will fertile lead into other immigrants in the future which might probably more,325,0,1,0,0,0,0,325,0,0,0,0,0,0,1
and more that's what that's how the european immigrant crisis started and,330,0,1,0,0,0,0,330,0,0,0,0,0,0,1
also lots of european countries and lots of european countries most of,335,1,1,0,0,1,0,335,0,0,0,0,0,0,1
most of the students are against the refugee because cauldrons bit different and they cause like,340,1,1,0,0,1,0,340,0,0,0,0,0,0,1
social confusion so i think those kind of confusion will be even much,345,1,1,0,0,1,0,345,1,0,0,0,1,0,1
larger in korea because the culture itself is,350,0,1,0,0,1,0,350,1,0,0,0,1,0,1
two different and also although there is no like confirmation,355,0,1,0,0,1,0,355,0,0,0,0,0,0,1
that they actually create like a crime the people in jeju,360,0,1,0,0,0,0,360,0,0,0,0,0,0,1
island feel like with anger from them even one of my friends who's from georgia island always,365,0,1,0,0,0,0,365,0,0,0,0,0,0,1
talks about about that thing and she sometimes though them and she doesn't want to see,370,0,1,0,0,0,0,370,0,0,0,0,0,0,1
those people there so yeah i think it's for,375,0,1,0,0,0,0,375,0,0,0,0,0,0,1
the for the yemen people yeah it is true that,380,1,1,0,0,0,0,380,0,0,0,0,0,0,1
we should take care of them for a while but after the crisis settle down they,385,0,2,0,0,0,0,385,0,0,0,0,0,0,2
should go back but i'm not sure whether they will try to stake in korea even further because,390,0,2,0,0,0,0,390,0,0,0,0,0,0,2
it is developed country yes i'm bit confused about that,395,2,2,0,0,0,0,395,0,1,0,0,0,0,2
well you have said that french,400,2,2,0,0,0,0,400,0,1,0,0,0,0,2
and german people are against a refugees movements and that's because there are so,405,2,2,0,0,0,0,405,0,1,0,0,0,0,2
"many refugees moving into those countries every year it's about 100,000 refugees were talking",410,0,2,0,0,0,0,410,0,1,0,0,0,0,2
about for european cases but for a career it's less than thousand and and i believe,415,0,2,0,0,0,0,415,0,1,0,0,0,0,2
they fact of the refugees on korean society is much smaller compared to the effect,420,2,2,0,0,0,0,420,0,1,0,0,0,0,2
that the refugees are bringing on to the european societies and therefore the and objection will be,425,0,2,0,0,0,0,425,0,1,0,0,0,0,2
lower as well and also we have to know that,430,0,2,0,0,0,0,430,0,0,0,0,1,0,2
the judge island is a special case because once the refugees moving to the judge island their economic activities,435,0,2,0,0,0,0,435,0,0,0,0,1,0,2
will be limited to those in jeju island it will not affect the most,440,0,2,0,0,0,0,440,0,0,0,0,1,0,2
part of korea and certainly we can therefore conclude that the effect of refugees and korean,445,0,2,0,0,0,0,445,0,0,0,0,1,0,2
societies very low and therefore all these objections against the refugees,450,0,2,0,0,0,0,450,0,0,0,0,1,0,2
are very exaggerated with they are based,455,0,2,0,0,0,0,455,0,0,0,0,1,0,2
on baseless misconceptions that we muslims are potential terrorists,460,0,2,0,0,0,0,460,0,0,0,0,1,0,2
criminals and korea now has to move from a society where these,465,0,2,0,0,0,0,465,0,0,0,0,1,0,2
misconceptions should no longer have effect on people's minds,470,0,2,0,0,0,0,470,0,0,0,0,1,0,2
okay so my think about that is that they're not,475,0,2,0,0,0,0,475,0,0,0,0,1,0,2
limited to jeju island the muslim people well actually there was a news report by korean news agency,480,0,2,0,0,0,0,480,0,0,0,0,1,0,2
that there was a facebook group consisted of like 150 yemen,485,0,2,0,0,0,0,485,0,0,0,0,1,0,2
man and five koreans were five korean people were brokers who,490,0,1,0,0,0,0,490,0,0,0,0,0,0,1
made like a ship that led the german people moved to the korean mainland,495,0,1,0,0,0,0,495,0,0,0,0,0,0,1
because at first the judges city whole tried to give and when people drop,500,0,1,0,0,0,0,500,0,0,0,0,0,0,1
to the like the fisherman tom to help the features catch the fish in the sea,505,0,1,0,0,0,0,505,0,0,0,0,0,0,1
but they re they yeah at first they tried to do this job but they insisted that the,510,0,1,0,0,0,0,510,0,0,0,0,0,0,1
wage is too low and they made a facebook group and some of them actually went to korea,515,0,1,0,0,0,0,515,0,1,1,0,0,0,1
mainland and was on the news report so i don't think there will be confined to the jesuit,520,0,2,0,0,0,0,520,0,1,1,0,0,0,2
island and also although korea is a default developed,525,0,2,0,0,0,0,525,0,1,1,0,0,0,2
country in well well defined,530,0,2,0,0,0,0,530,0,1,1,0,0,0,2
term i don't think it is developed country it is somewhere between the developing,535,0,1,0,0,1,0,535,0,1,1,0,0,0,1
and developed country like there is like almost a double-double,540,0,1,0,0,1,0,540,0,1,1,0,0,0,1
difference of an income for those european countries or united states so,545,0,1,0,0,1,0,545,2,0,0,0,0,0,1
yeah i don't i don't think there's enough wells for korean government to support,550,0,1,0,0,1,0,550,0,0,0,0,0,0,1
the future immigration but would you agree that at least korea is more developed,555,0,1,0,0,1,0,555,0,0,0,0,0,0,1
than yemen that's true and would you agree that korea is a more developed,560,0,1,0,0,1,0,560,0,2,0,0,0,0,1
nation who has signed the un agreement for refugees has an international,565,0,1,0,0,1,0,565,0,2,0,0,0,0,1
obligation to take in refugees yeah then you agree that korea has,570,0,1,0,0,1,0,570,0,2,0,0,0,0,1
the obligation to take refugees and therefore it must take it are they fine for the,575,0,1,0,0,0,0,575,0,2,0,0,0,0,1
un immigration but that does not mean that they have to take them a i haven't,580,0,1,0,0,0,0,580,0,0,0,0,0,0,1
read the un refugee act perfectly but the korea doesn't have,585,2,1,0,0,0,0,585,0,0,0,0,0,0,1
enough wealth to support and then the current young,590,0,2,0,0,0,0,590,0,1,0,0,0,0,2
people young generations have don't have jobs so why should you use tax on them to support,595,0,2,0,0,0,0,595,0,1,0,0,0,0,2
them while even the korean people don't have enough jobs and even like the,600,0,2,0,0,0,0,600,0,0,0,0,0,0,2
veterans who joined the korean war skill,605,0,2,0,0,0,0,605,0,0,0,0,0,0,2
it starts not when you make me did you know how usa become the strongest country,5,2,0,0,0,1,0,5,2,0,0,0,0,0,0
in the world that was because of the refugees the usa has started,10,2,0,0,0,1,0,10,2,0,0,0,0,0,0
from the refugees of mayflower in 1620 from the english,15,2,0,0,0,2,0,15,2,0,0,0,0,0,0
from the english by the religious religious thing,20,2,0,0,0,2,0,20,2,0,0,0,0,0,0
in usa we can begin motown and the city and a country,25,2,0,0,0,1,0,25,2,0,0,0,0,0,0
and a united 1313 state or country by the,30,2,0,0,0,1,0,30,2,0,0,0,0,0,0
refugees that they wanted freedom,35,2,0,0,0,1,0,35,2,0,0,0,0,0,0
and power without all of the without of english it will,40,2,0,0,0,1,0,40,2,0,0,0,0,0,0
chance and for a second second chance they got refugees from the euro,50,2,0,0,0,1,0,50,2,0,0,0,0,0,0
drop italian recipes italian and irish for,55,2,0,0,0,1,0,55,2,0,0,0,0,0,0
something they wanted job because of the painting and colony,60,2,0,0,0,1,0,60,2,0,0,0,0,0,0
without these are finished and a spanish from medical,65,2,0,0,0,1,0,65,2,0,0,0,0,0,0
staff who are their job for money for money and etc,70,2,0,0,0,1,0,70,2,0,0,0,0,0,0
without those things usa had not become more powerful country,75,2,0,0,0,1,0,75,2,0,0,0,0,0,0
and the most powerful country in the world without the multicultural multi culture of salad,80,2,0,0,0,1,0,80,2,0,0,0,0,0,0
bowl the thing,85,2,0,0,0,2,0,85,2,0,0,0,0,0,0
the we should ban refugees is going is perpetually,90,2,0,0,0,2,0,90,2,0,0,0,0,0,0
not logical thing,95,2,0,0,0,1,0,95,2,0,0,0,0,0,0
i understand your idea but i think the case of usa,100,0,1,0,0,2,0,100,2,0,0,0,1,0,1
is a case of 30 of like almost a century ago,105,0,1,0,0,2,0,105,2,0,0,0,1,0,1
and it should be up to occur it shouldn't be applicable to now because as you can see,110,1,1,0,0,1,0,110,2,0,0,0,1,0,1
if you refer to other examples in countries like european countries like germany,115,1,0,0,0,1,0,115,2,0,0,0,1,0,0
french greece or turkey they actually face a lot of problems regarding their refugee,120,1,0,0,0,2,0,120,2,0,0,0,1,0,0
because i think germany and france and greece,125,1,1,0,0,2,0,125,0,2,0,0,1,0,1
have problems but how about turkey turkey is not actually they only put the,130,1,1,0,0,1,0,130,0,2,0,0,1,0,1
refugee inside the camp they don't let the few fuji outside of the camp i didn't even know what,135,1,0,0,0,1,0,135,0,2,0,0,1,0,0
the news that turkey has receiving the refugees except for syria,140,1,0,0,0,2,0,140,0,2,0,0,1,0,0
except for syria they actually put the if you read the news,145,1,1,0,0,1,0,145,0,2,0,0,1,0,1
they actually put a refugee in the candidate they actually warned that they got to release the refugee from the can,150,1,0,0,0,2,0,150,0,2,0,0,1,0,0
as a warning sign for like a kind of risk,155,1,1,0,0,2,0,155,0,2,0,0,1,0,1
or a threat to the u.s. to the european union so i believe that,160,1,1,0,0,2,0,160,0,2,0,0,1,0,1
they actually have to refugee and they just use a lot of refugee at one of the threat but i think that's not,165,1,1,0,0,2,0,165,0,2,0,0,1,0,1
my main argument my been argument here is that by putting,170,1,1,0,0,1,0,170,0,2,0,0,1,0,1
us at the strongest is why not be applicable to the current situation right now and,175,1,1,0,0,1,0,175,0,2,0,0,1,0,1
if we look at korea korea is actually not voluntary,180,1,1,0,0,2,0,180,0,2,0,0,1,0,1
accepting the refugee at comparing to u.s. u.s. actually they welcome the refugee as one of the wave,185,1,1,0,0,2,0,185,0,2,0,0,1,0,1
of their country to develop but career has already developed and this infrastructure and miss political,190,1,1,0,0,1,0,190,0,2,0,0,1,0,1
system is not suitable ooh for receiving the profusion i don't,195,1,1,0,0,2,0,195,0,2,0,0,1,0,1
think so i don't think so korea needs to be better off korea s,200,1,1,0,0,1,0,200,0,2,0,0,1,0,1
economy the divided one is stopped and if,205,1,1,0,0,1,0,205,0,2,0,0,1,0,1
it may be the refugees from resettling refugees have a,210,0,1,0,0,2,0,210,0,0,0,1,1,0,1
good idea about korea that should be the way to new breakthrough,215,0,1,0,1,2,0,215,0,0,0,1,1,0,1
to the way of korea to say oh they're market to,220,0,1,0,1,1,0,220,0,0,0,1,1,0,1
that means yemen or syria or something countries,225,0,1,0,0,1,0,225,0,0,0,1,1,0,1
should be the new market of korea it is an investment for the future,230,0,1,0,1,1,0,230,0,0,0,1,1,0,1
and now it now pour the korea the other countries iraq,235,0,1,0,1,1,0,235,0,0,0,1,1,0,1
and syria europe and turkey i can turkey should be banned for this argument,240,1,1,0,1,1,0,240,0,0,0,1,1,0,1
turkey is not it,245,1,1,0,1,1,0,245,0,0,0,1,1,0,1
can be seen grilled it for this problem we should we should make a can,250,1,1,0,1,1,0,250,0,0,0,1,1,0,1
inside of jeju island to poor refugees not ready now the topper images,255,1,1,0,1,1,0,255,0,0,0,1,1,0,1
we should make a camp it is jeju island is not a can its nature,260,1,1,0,1,1,0,260,0,0,0,1,1,0,1
people and repudiate the harmony call refugees,265,0,0,0,1,2,0,265,0,0,0,1,1,0,0
but regarding the development of korea i think that is,270,0,0,0,1,1,0,270,0,0,0,1,1,0,0
it better to focus on korean people first when you develop korea because korean people that,275,0,0,0,1,2,0,275,0,0,0,1,1,0,0
read the core resources of korea like korea hasn't is used to be a homogeneous country so,280,0,0,0,1,2,0,280,0,0,0,1,1,0,0
even with korean people do they actually you guys actually was able to develop into,285,0,0,0,1,1,0,285,0,0,0,1,0,0,0
one of the main power in the world so isn't keep focusing on korean people,290,0,0,0,1,2,0,290,0,0,0,1,0,0,0
is one of the way to develop to develop korea a better country,295,2,0,0,0,2,0,295,0,0,0,1,0,0,0
in the future and talking about korean people actually do you the yemen if yugi,300,2,0,0,0,2,0,300,0,0,0,1,0,0,0
in in jeju island actually cause a lot of trouble for korean people like,305,2,0,0,0,2,0,305,0,0,0,1,0,0,0
the people who residing in korea and they actually stick to seven cases of korean,310,2,0,0,0,2,0,310,0,0,0,1,0,0,0
woman who actually got adopted by korean i buy the gemenese refugee,315,0,1,0,1,1,0,315,0,0,0,1,0,0,1
so isn't it isn't it isn't it the focus of korean people to protect is,320,0,0,0,1,1,0,320,0,0,0,1,0,0,0
is countrymen first instead of receiving those people from oversea,325,0,0,0,0,1,0,325,0,0,0,1,0,0,0
and and in order for example if you want to get them in i,330,0,1,0,0,1,0,330,0,0,0,1,0,0,1
want to get the refugee and just in case that you need to have a real treatment like a huge amount of,335,0,0,0,0,1,0,335,0,0,0,0,1,0,0
resources to actually build cam or actually have a proper way for,340,0,0,0,0,1,0,340,0,0,0,0,1,0,0
the yemen people to actually mingle with the korean people because korean is actually,345,0,1,0,0,1,0,345,0,0,0,0,1,0,1
as i said people are homogeneous country so they don't really accept international people from over c,350,0,1,0,0,1,0,350,0,0,0,0,1,0,1
so in that case i think korean people need to change a lot and need to invest a lot not just in not such like,355,0,1,0,0,1,0,355,0,0,0,0,1,0,1
in resources but also in their mindset in order to,360,0,0,0,0,1,0,360,0,0,0,1,1,0,0
accept the refugee and help them to become korean,365,0,0,0,0,1,0,365,0,0,0,1,1,0,0
north korea is not luck now the homogeneous flow theory anymore priyanka i have had receiving,370,0,0,0,0,1,0,370,0,0,0,1,1,0,0
refugees from especially girls from the rural side,375,0,0,0,0,1,0,375,0,0,0,1,1,0,0
including android side career says always has lack of boomers,380,0,0,0,0,1,0,380,0,0,0,0,1,0,0
so korea s rural side has decreasing continuously decreasing people,385,0,0,0,0,1,0,385,0,0,0,0,1,0,0
so we should we should get refugees for the,390,0,0,0,0,1,0,390,0,0,0,0,1,0,0
photo korean rural sites of decrease of decreasing to people,395,0,0,0,0,2,0,395,0,0,0,0,0,0,0
to prevent the korean tour brought brooklyn of growth in our communities,400,2,0,0,0,2,0,400,0,0,0,1,0,0,0
actually korea have as many,405,2,0,0,0,1,0,405,0,0,0,0,0,0,0
don't poor people but but giving for giving money to poor people,410,2,0,0,0,2,0,410,0,0,0,0,0,0,0
and giving money to religious it's just the same way we are poor people don't have,415,2,0,0,0,1,0,415,0,0,0,0,0,0,0
taxes don't do actually they they receive,420,2,0,0,0,1,0,420,0,0,0,0,0,0,0
more than they pay they receive just listening and hearing people and she had before,425,2,0,0,0,2,0,425,0,0,0,0,0,0,0
going to talk busy yeah man keepo,430,2,0,0,0,2,0,430,0,0,0,0,0,0,0
/ it we're harvesting for harvesting we cannot harvest from quorum for people that live in slums,435,2,0,0,0,1,0,435,0,0,0,0,0,0,0
like us but we can get some good news,440,2,0,0,0,2,0,440,0,0,0,0,0,0,0
about in future in yemen people investment,445,2,0,0,0,2,0,445,0,0,0,0,1,0,0
you talk about other kind,450,2,0,0,0,2,0,450,0,0,0,0,1,0,0
of immigrant from other country right but most of them as far as i know come from asian country and,455,2,0,0,0,1,0,455,0,0,0,0,1,0,0
for example vietnam china or other nearby country however,460,2,0,0,0,1,0,460,0,0,0,0,1,0,0
yemen is very different from,465,2,0,0,0,2,0,465,0,0,0,0,1,0,0
all from those people from that country because yemen they actually come from far,470,2,0,0,0,1,0,470,0,0,0,0,1,0,0
away which is most and most of their religion is muslim which is,475,2,0,0,0,1,0,475,0,0,0,0,1,0,0
really different from what korea or with make their culture is very different from,480,2,1,0,0,1,0,480,0,0,0,0,1,0,1
what korean people are facing right now china and other asian cultures in many,485,2,1,0,0,1,0,485,0,0,0,0,1,0,1
different from korean culture actually i'm from the myself and i think that the difference is,490,2,0,0,0,1,0,490,0,0,0,0,1,0,0
between vietnamese vietnamese people in korea people are very smaller compared to yemen people,495,2,1,0,0,1,0,495,0,0,0,0,1,0,1
and korean people because vietnam and korea are both,500,2,1,0,0,1,0,500,0,0,0,0,1,0,1
confucius countries which make our court ending or core culture,505,0,1,0,0,1,0,505,0,0,0,0,1,0,1
are unrelated lisa miller in some way the four young men there are from east,510,0,1,0,0,1,0,510,0,0,0,0,0,0,1
from the littlest which make their core religion is,515,0,1,0,0,1,0,515,0,0,0,0,0,0,1
no and you may be good yeah,5,2,1,0,0,0,0,5,2,0,1,0,0,0,1
i think that korea government should be,10,2,1,0,0,0,0,10,2,0,1,0,0,0,1
korean government should shoot like that,15,2,1,0,0,0,0,15,2,0,1,0,0,0,1
yeah minion people to come to korea to get their asylum status,20,2,1,0,0,0,0,20,2,0,1,0,0,0,1
and there is a reasons firstly,25,2,1,0,0,0,0,25,2,0,1,0,1,0,1
it's i think that it's time for korea to break down the monokuma no culturalism,30,2,1,0,0,0,0,30,0,0,0,0,1,0,1
as you know korea korea has like consist creates consists of like only 12 people like which is,35,2,1,0,0,0,0,35,0,0,0,0,1,0,1
asian so it's not really comfortable for koreans to live with,40,2,1,0,0,0,0,40,0,0,0,0,1,0,1
people from other countries however as time passes many people,45,2,1,0,0,0,0,45,0,0,0,0,1,0,1
it's time for korean government to understand did what would you,55,0,1,0,0,1,0,55,0,0,0,0,1,0,1
call diversity and secondly some people worried for,60,2,1,0,0,1,0,60,0,0,0,0,1,0,1
the bad people would come to korea do,65,2,1,0,0,1,0,65,0,0,0,0,1,0,1
for us alone status but it can be sold by strict screening,70,2,1,0,0,1,0,70,0,0,0,0,1,0,1
and early the people amount of people of them is really low like 0.02 percent so it will not affect,75,2,1,0,0,1,0,75,0,0,0,0,1,0,1
the safety of korea,80,2,1,0,0,1,0,80,0,0,0,0,1,0,1
it's okay that korea has said,85,2,1,0,0,1,0,85,0,0,0,0,1,0,1
brightness but german people,90,2,1,0,0,1,0,90,0,0,0,0,1,0,1
are going to tell you which is a tourist island and as you know the main religion,95,0,1,1,0,1,0,95,0,0,0,0,1,0,1
or seven people are islam and they don't have good reputation,100,2,1,1,0,0,0,100,0,0,0,0,1,0,1
worldwide and that can affect the tourist in jeju some people are not comfortable,105,2,1,1,0,0,0,105,0,0,0,0,1,0,1
with the idea of having muslim people around in the zoo because of,110,2,1,1,0,0,0,110,2,1,1,0,1,0,1
what has happened throughout history for someone in you know in the u.s.,115,0,1,1,0,0,0,115,2,1,1,0,1,0,1
many terrorist attack are,120,0,1,1,0,0,0,120,0,0,1,0,1,0,1
dumb by muslims and europe,125,2,1,1,0,0,0,125,0,0,1,0,1,0,1
some fresh veggies are known for i'm not not,130,2,1,1,0,0,0,130,0,0,1,0,1,0,1
at not accepting the loss in europe but try to force islam,135,2,1,1,0,1,0,135,0,0,1,0,1,0,1
so i think that because of be muslim,140,2,1,1,0,1,0,140,0,0,1,0,1,0,1
in our freezer area they should not allow that because,145,0,1,1,0,1,0,145,0,0,1,0,1,0,1
it can affect economy it can affect security of the people,150,2,1,1,0,1,0,150,0,0,1,0,1,0,1
it can affect how people,155,2,1,1,0,0,0,155,0,0,1,0,1,0,1
the safeness of corey as a whole,165,2,2,1,0,0,0,165,2,0,1,0,1,0,2
you have mentioned that because the the place,170,2,2,1,0,0,0,170,0,0,1,0,1,0,2
where the refugee represents leaves is the place where tourists,175,2,2,1,0,0,0,175,0,0,1,0,1,0,2
so it would be bad for the economy of jeju island but,180,2,1,1,0,0,0,180,0,0,1,0,1,0,1
i think that even even refugees can like help,185,2,1,0,0,0,0,185,0,0,0,0,0,0,1
help to enhance the general economy for many reasons they can work during,190,0,1,0,0,1,0,190,0,0,0,0,0,0,1
their stain institute so it would promote did other economic something like,195,2,1,0,0,1,0,195,2,0,0,0,0,0,1
a comic activity something like building a new apartment or some other places and there is even a,200,2,1,0,0,1,0,200,2,0,0,0,0,0,1
place which sells even he's food so like,205,2,1,0,0,1,0,205,2,0,0,0,0,0,1
it's it has become a hot place for tourists so there are many reasons,210,2,1,0,0,1,0,210,2,0,0,0,0,0,1
that can refute that and for safety issue,215,2,1,0,0,0,0,215,2,0,0,0,0,0,1
maybe because it can be worked because of the prejudice,220,2,1,0,0,0,0,220,2,0,0,0,0,0,1
and think of koreans for,225,2,1,0,0,0,0,225,0,1,0,1,0,0,1
muslim people so i think that it should be break down as soon as possible,230,2,1,0,0,0,0,230,0,1,0,1,0,0,1
dimension,235,2,1,0,0,0,0,235,0,1,0,1,0,0,1
work but as far as i know if they only,240,2,1,0,0,0,0,240,0,1,0,1,0,0,1
there are only allowed to do minor jobs like pitching,245,2,1,0,0,0,0,245,0,1,0,1,0,0,1
working restaurant but that also can,250,2,1,0,0,1,0,250,0,1,0,1,0,0,1
affect how people view that restaurant if they,255,2,1,0,0,1,0,255,0,1,0,1,0,0,1
know the background of the waitress or waiter,260,2,1,1,0,0,0,260,0,1,0,1,0,0,1
because people from that area area,265,2,1,1,0,0,0,265,1,1,0,1,0,0,1
have different culinary customs you know they eat some food,270,0,1,1,0,0,0,270,2,0,1,0,1,0,1
with the hounds or j don't wash your hair properly so they can affect how people,275,2,1,1,0,0,0,275,2,0,1,0,1,0,1
view their restaurants also you mentioned the food,280,2,1,1,0,0,0,280,2,0,1,0,1,0,1
that they make it is true that it can be a corruption but i think it would be a dream for yourself,285,2,1,1,0,0,0,285,2,0,1,0,1,0,1
you that knows how many different area or in that area of the world,290,0,1,1,0,0,0,290,2,0,1,0,1,0,1
food tastes like but for the,295,0,1,1,0,0,0,295,2,0,1,0,1,0,1
majority i don't think that they will attract to jim and foot because it's not worldwide,300,2,1,1,0,0,0,300,2,0,1,0,1,0,1
known like i don't know people who say oh i want him and feel so good,305,2,1,1,0,0,0,305,2,0,1,0,1,0,1
it is it all okay yeah for local it jobs,315,2,1,1,0,0,0,315,2,0,1,0,1,0,1
for jeju island as i know like there are not many like young people who stays in,320,2,1,1,0,0,0,320,2,0,1,0,1,0,1
this room so like i think that there is a lot of demand,325,2,1,1,0,0,0,325,2,0,1,0,1,0,1
for the local jobs that you mentioned something like the fishing and like it will,330,2,1,1,0,0,0,330,2,0,1,0,1,0,1
be possible to be adapted for some something like sports tennis,335,0,1,1,0,0,0,335,2,0,1,0,1,0,1
collecting tangerines or something like that so i think it,340,2,1,1,0,0,0,340,2,0,1,0,1,0,1
means people can work at their and and you have,345,2,1,1,0,0,0,345,2,0,1,0,1,0,1
there and continue living like this so it would be even,350,0,1,1,0,0,0,350,2,0,1,0,1,0,1
but if we double for jeju island i think and secondly for the humanist book you mentioned,355,2,1,1,0,1,0,355,2,0,1,0,1,0,1
that this because this food is not popular among other people it would be,360,2,1,1,0,1,0,360,0,0,1,0,0,0,1
not like effective as you think but i think that it can be,365,2,1,1,0,1,0,365,0,0,1,0,0,0,1
one of the way to increase the multi diversity not only,370,2,1,1,0,0,0,370,0,0,1,0,0,0,1
in for the joyland like there's so many muslim people who stays in,375,2,1,1,0,0,0,375,0,0,1,0,0,0,1
korea so like i think it can be like spread over many places and like it,380,2,1,1,0,0,0,380,0,0,1,0,0,0,1
would be helpful for them to stay and work together,385,2,1,1,0,0,0,385,0,0,1,0,0,0,1
yep for the minor job that they can do,390,2,1,1,0,0,0,390,0,0,1,0,0,0,1
is to that they can do it because they are young people that look for new house,395,2,1,1,0,0,0,395,2,0,1,0,1,0,1
stuff but by experience for example in,400,2,1,1,0,0,0,400,2,0,1,0,1,0,1
my country a chance to go to my country to look for a job but in the area they live in,405,2,1,1,0,1,0,405,2,0,1,0,1,0,1
they still have bad reputation even though they work hard and people don't,410,2,1,1,0,1,0,410,2,0,1,0,1,0,1
like to live in those area so what is fine because this area are,415,2,1,1,0,1,0,415,2,0,1,0,1,0,1
not tourist attraction but if they live they,420,2,1,1,0,1,0,420,2,0,1,0,1,0,1
